AALJDOEL_00001,0
AALJDOEL_00002,0
AALJDOEL_00003,0
AALJDOEL_00004,0
AALJDOEL_00005,0
AALJDOEL_00006,0
AALJDOEL_00007,0
AALJDOEL_00008,0
AALJDOEL_00009,0
AALJDOEL_00010,0
AALJDOEL_00011,0
AALJDOEL_00012,0
AALJDOEL_00013,0
AALJDOEL_00014,0
AALJDOEL_00015,0
AALJDOEL_00016,0
AALJDOEL_00017,0
AALJDOEL_00018,0
AALJDOEL_00019,0
AALJDOEL_00020,0
AALJDOEL_00021,0
AALJDOEL_00022,0.19882
AALJDOEL_00023,0
AALJDOEL_00024,0
AALJDOEL_00025,0
AALJDOEL_00026,0
AALJDOEL_00027,0
AALJDOEL_00028,0
AALJDOEL_00029,0
AALJDOEL_00030,0
AALJDOEL_00031,0
AALJDOEL_00032,0
AALJDOEL_00033,0
AALJDOEL_00034,0
AALJDOEL_00035,0
AALJDOEL_00036,0
AALJDOEL_00037,0
AALJDOEL_00038,0
AALJDOEL_00039,0
AALJDOEL_00040,0
AALJDOEL_00041,0
AALJDOEL_00042,0
AALJDOEL_00043,0
AALJDOEL_00044,0
AALJDOEL_00045,0
AALJDOEL_00046,0
AALJDOEL_00047,0.53653
AALJDOEL_00048,0
AALJDOEL_00049,0
AALJDOEL_00050,0
AALJDOEL_00051,0
AALJDOEL_00052,0
AALJDOEL_00053,0
AALJDOEL_00054,0
AALJDOEL_00055,0
AALJDOEL_00056,0
AALJDOEL_00057,0
AALJDOEL_00058,0
AALJDOEL_00059,0
AALJDOEL_00060,0
AALJDOEL_00061,0
AALJDOEL_00062,0
AALJDOEL_00063,0
AALJDOEL_00064,0
AALJDOEL_00065,0
AALJDOEL_00066,0
AALJDOEL_00067,0
AALJDOEL_00068,0
AALJDOEL_00069,0
AALJDOEL_00070,0
AALJDOEL_00071,0
AALJDOEL_00072,0
AALJDOEL_00073,0
AALJDOEL_00074,0
AALJDOEL_00075,0
AALJDOEL_00076,0
AALJDOEL_00077,0
AALJDOEL_00078,0
AALJDOEL_00079,0
AALJDOEL_00080,0
AALJDOEL_00081,0
AALJDOEL_00082,0
AALJDOEL_00083,0
AALJDOEL_00084,0
AALJDOEL_00085,0
AALJDOEL_00086,0
AALJDOEL_00087,0
AALJDOEL_00088,0
AALJDOEL_00089,0
AALJDOEL_00090,0
AALJDOEL_00091,0
AALJDOEL_00092,0
AALJDOEL_00093,0
AALJDOEL_00094,0
AALJDOEL_00095,1.11815
AALJDOEL_00096,0
AALJDOEL_00097,0
AALJDOEL_00098,0
AALJDOEL_00099,0
AALJDOEL_00100,0.150617
AALJDOEL_00101,0
AALJDOEL_00102,0
AALJDOEL_00103,0
AALJDOEL_00104,0
AALJDOEL_00105,3.35114
AALJDOEL_00106,0
AALJDOEL_00107,0
AALJDOEL_00108,0.101286
AALJDOEL_00109,0
AALJDOEL_00110,0
AALJDOEL_00111,0
AALJDOEL_00112,0
AALJDOEL_00113,0
AALJDOEL_00114,0
AALJDOEL_00115,0
AALJDOEL_00116,0
AALJDOEL_00117,0
AALJDOEL_00118,0
AALJDOEL_00119,0
AALJDOEL_00120,0
AALJDOEL_00121,0
AALJDOEL_00122,0
AALJDOEL_00123,0
AALJDOEL_00124,0
AALJDOEL_00125,0
AALJDOEL_00126,0
AALJDOEL_00127,0
AALJDOEL_00128,0.0931722
AALJDOEL_00129,0.324586
AALJDOEL_00130,0
AALJDOEL_00131,0
AALJDOEL_00132,0
AALJDOEL_00133,0
AALJDOEL_00134,0
AALJDOEL_00135,0
AALJDOEL_00136,0
AALJDOEL_00137,0
AALJDOEL_00138,0
AALJDOEL_00139,0
AALJDOEL_00140,0
AALJDOEL_00141,0
AALJDOEL_00142,0
AALJDOEL_00143,0
AALJDOEL_00144,0
AALJDOEL_00145,0
AALJDOEL_00146,0
AALJDOEL_00147,0
AALJDOEL_00148,0
AALJDOEL_00149,0.0964961
AALJDOEL_00150,0
AALJDOEL_00151,0
AALJDOEL_00152,0
AALJDOEL_00153,0
AALJDOEL_00154,0
AALJDOEL_00155,0
AALJDOEL_00156,0
AALJDOEL_00157,0
AALJDOEL_00158,0
AALJDOEL_00159,0
AALJDOEL_00160,0
AALJDOEL_00161,0
AALJDOEL_00162,0
AALJDOEL_00163,0
AALJDOEL_00164,0
AALJDOEL_00165,0
AALJDOEL_00166,0
AALJDOEL_00167,0
AALJDOEL_00168,0
AALJDOEL_00169,0
AALJDOEL_00170,0
AALJDOEL_00171,0
AALJDOEL_00172,0
AALJDOEL_00173,0
AALJDOEL_00174,0
AALJDOEL_00175,0
AALJDOEL_00176,0
AALJDOEL_00177,0
AALJDOEL_00178,0
AALJDOEL_00179,0
AALJDOEL_00180,0
AALJDOEL_00181,0
AALJDOEL_00182,0
AALJDOEL_00183,0
AALJDOEL_00184,0
AALJDOEL_00185,0
AALJDOEL_00186,0
AALJDOEL_00187,0
AALJDOEL_00188,0
AALJDOEL_00189,0
AALJDOEL_00190,0
AALJDOEL_00191,0
AALJDOEL_00192,0
AALJDOEL_00193,0
AALJDOEL_00194,0
AALJDOEL_00195,0
AALJDOEL_00196,0
AALJDOEL_00197,0
AALJDOEL_00198,0
AALJDOEL_00199,0
AALJDOEL_00200,0
AALJDOEL_00201,0
AALJDOEL_00202,0
AALJDOEL_00203,0.395388
AALJDOEL_00204,0
AALJDOEL_00205,0
AALJDOEL_00206,0
AALJDOEL_00207,0
AALJDOEL_00208,0
AALJDOEL_00209,0
AALJDOEL_00210,0
AALJDOEL_00211,0
AALJDOEL_00212,0
AALJDOEL_00213,0
AALJDOEL_00214,0
AALJDOEL_00215,0
AALJDOEL_00216,0
AALJDOEL_00217,0
AALJDOEL_00218,0
AALJDOEL_00219,0
AALJDOEL_00220,0
AALJDOEL_00221,0
AALJDOEL_00222,0
AALJDOEL_00223,0
AALJDOEL_00224,0
AALJDOEL_00225,0
AALJDOEL_00226,0
AALJDOEL_00227,0
AALJDOEL_00228,0
AALJDOEL_00229,0
AALJDOEL_00230,0
AALJDOEL_00231,0
AALJDOEL_00232,0
AALJDOEL_00233,0
AALJDOEL_00234,0
AALJDOEL_00235,0
AALJDOEL_00236,0
AALJDOEL_00237,14.1568
AALJDOEL_00238,0
AALJDOEL_00239,0
AALJDOEL_00240,0
AALJDOEL_00241,7.2226
AALJDOEL_00242,0
AALJDOEL_00243,0
AALJDOEL_00244,0
AALJDOEL_00245,0
AALJDOEL_00246,0
AALJDOEL_00247,0
AALJDOEL_00248,0
AALJDOEL_00249,0
AALJDOEL_00250,0
AALJDOEL_00251,0
AALJDOEL_00252,0
AALJDOEL_00253,0
AALJDOEL_00254,0
AALJDOEL_00255,0
AALJDOEL_00256,0
AALJDOEL_00257,0
AALJDOEL_00258,0
AALJDOEL_00259,0
AALJDOEL_00260,0
AALJDOEL_00261,0
AALJDOEL_00262,0
AALJDOEL_00263,0
AALJDOEL_00264,0
AALJDOEL_00265,0
AALJDOEL_00266,0
AALJDOEL_00267,0
AALJDOEL_00268,0
AALJDOEL_00269,0
AALJDOEL_00270,0
AALJDOEL_00271,0
AALJDOEL_00272,0
AALJDOEL_00273,0
AALJDOEL_00274,0
AALJDOEL_00275,0
AALJDOEL_00276,0
AALJDOEL_00277,0
AALJDOEL_00278,0
AALJDOEL_00279,0
AALJDOEL_00280,0
AALJDOEL_00281,0
AALJDOEL_00282,0
AALJDOEL_00283,0
AALJDOEL_00284,0
AALJDOEL_00285,0
AALJDOEL_00286,0
AALJDOEL_00287,0.0354964
AALJDOEL_00288,0
AALJDOEL_00289,0
AALJDOEL_00290,0
AALJDOEL_00291,0
AALJDOEL_00292,0
AALJDOEL_00293,0
AALJDOEL_00294,0
AALJDOEL_00295,0
AALJDOEL_00296,0
AALJDOEL_00297,0
AALJDOEL_00298,0
AALJDOEL_00299,0
AALJDOEL_00300,0
AALJDOEL_00301,0
AALJDOEL_00302,0
AALJDOEL_00303,0
AALJDOEL_00304,0
AALJDOEL_00305,0
AALJDOEL_00306,0
AALJDOEL_00307,0
AALJDOEL_00308,0
AALJDOEL_00309,0
AALJDOEL_00310,0
AALJDOEL_00311,0
AALJDOEL_00312,0
AALJDOEL_00313,0
AALJDOEL_00314,0
AALJDOEL_00315,0
AALJDOEL_00316,0
AALJDOEL_00317,0
AALJDOEL_00318,0
AALJDOEL_00319,0
AALJDOEL_00320,0
AALJDOEL_00321,0
AALJDOEL_00322,0
AALJDOEL_00323,0
AALJDOEL_00324,0
AALJDOEL_00325,0
AALJDOEL_00326,0
AALJDOEL_00327,0
AALJDOEL_00328,0
AALJDOEL_00329,0
AALJDOEL_00330,0
AALJDOEL_00331,0
AALJDOEL_00332,0
AALJDOEL_00333,0
AALJDOEL_00334,0
AALJDOEL_00335,0
AALJDOEL_00336,0
AALJDOEL_00337,0
AALJDOEL_00338,0
AALJDOEL_00339,0
AALJDOEL_00340,0
AALJDOEL_00341,0
AALJDOEL_00342,0
AALJDOEL_00343,0
AALJDOEL_00344,0
AALJDOEL_00345,0
AALJDOEL_00346,0
AALJDOEL_00347,0
AALJDOEL_00348,0
AALJDOEL_00349,0
AALJDOEL_00350,0
AALJDOEL_00351,0
AALJDOEL_00352,0
AALJDOEL_00353,0
AALJDOEL_00354,0
AALJDOEL_00355,0
AALJDOEL_00356,0
AALJDOEL_00357,0
AALJDOEL_00358,0
AALJDOEL_00359,0
AALJDOEL_00360,0
AALJDOEL_00361,0
AALJDOEL_00362,0
AALJDOEL_00363,0
AALJDOEL_00364,0
AALJDOEL_00365,0
AALJDOEL_00366,0
AALJDOEL_00367,0
AALJDOEL_00368,0
AALJDOEL_00369,0
AALJDOEL_00370,0
AALJDOEL_00371,0
AALJDOEL_00372,0
AALJDOEL_00373,0
AALJDOEL_00374,0
AALJDOEL_00375,0
AALJDOEL_00376,0
AALJDOEL_00377,0
AALJDOEL_00378,0
AALJDOEL_00379,0
AALJDOEL_00380,0
AALJDOEL_00381,0
AALJDOEL_00382,0
AALJDOEL_00383,0
AALJDOEL_00384,0
AALJDOEL_00385,0
AALJDOEL_00386,0
AALJDOEL_00387,0
AALJDOEL_00388,0
AALJDOEL_00389,0
AALJDOEL_00390,0
AALJDOEL_00391,0
AALJDOEL_00392,0
AALJDOEL_00393,0
AALJDOEL_00394,0
AALJDOEL_00395,0
AALJDOEL_00396,0
AALJDOEL_00397,0
